post_id,creator_id,category,follower_tier,followers_at_post,post_date,post_hour,post_weekday,is_sponsored,likes,comments,engagement,engagement_rate,hashtag_count,caption_length,has_brand_mention
P0003020,CR00061,Photography,micro,35310,2023-06-15,15,Thursday,False,876,26,902,2.555,23,20,False
P0003021,CR00061,Photography,micro,35310,2024-10-19,6,Saturday,True,956,35,991,2.807,15,121,True
P0003022,CR00061,Photography,micro,35310,2024-08-26,19,Monday,True,1963,81,2044,5.789,21,81,True
P0003023,CR00061,Photography,micro,35310,2024-09-10,18,Tuesday,False,1148,66,1214,3.438,1,164,False
P0003024,CR00061,Photography,micro,35310,2024-12-23,8,Monday,False,1440,60,1500,4.248,26,505,True
P0003025,CR00061,Photography,micro,35310,2024-08-09,14,Friday,False,1156,79,1235,3.498,14,140,False
P0003026,CR00061,Photography,micro,35310,2023-03-29,14,Wednesday,False,931,49,980,2.775,26,247,True
P0003027,CR00061,Photography,micro,35310,2025-01-07,14,Tuesday,True,1172,38,1210,3.427,6,283,True
P0003028,CR00061,Photography,micro,35310,2023-12-07,9,Thursday,False,553,25,578,1.637,4,175,False
P0003029,CR00061,Photography,micro,35310,2024-09-11,19,Wednesday,False,543,18,561,1.589,0,92,True
P0003030,CR00061,Photography,micro,35310,2023-06-30,20,Friday,False,1286,91,1377,3.9,22,43,False
P0003031,CR00061,Photography,micro,35310,2024-11-10,11,Sunday,False,935,20,955,2.705,27,59,True
P0003032,CR00061,Photography,micro,35310,2024-03-09,18,Saturday,False,865,24,889,2.518,21,33,False
P0003033,CR00061,Photography,micro,35310,2024-05-30,10,Thursday,False,1173,36,1209,3.424,19,51,False
P0003034,CR00061,Photography,micro,35310,2024-04-30,11,Tuesday,False,1152,84,1236,3.5,15,30,False
P0003035,CR00061,Photography,micro,35310,2023-10-15,19,Sunday,False,1029,78,1107,3.135,6,23,False
P0003036,CR00061,Photography,micro,35310,2024-08-19,23,Monday,True,1172,50,1222,3.461,29,65,True
P0003037,CR00062,Photography,nano,6651,2023-11-30,14,Thursday,False,151,7,158,2.376,26,220,False
P0003038,CR00062,Photography,nano,6651,2023-07-27,18,Thursday,True,111,5,116,1.744,16,61,True
P0003039,CR00062,Photography,nano,6651,2024-07-31,4,Wednesday,False,233,13,246,3.699,14,173,False
P0003040,CR00062,Photography,nano,6651,2024-12-03,20,Tuesday,True,187,10,197,2.962,24,39,True
P0003041,CR00062,Photography,nano,6651,2024-04-26,9,Friday,False,432,13,445,6.691,21,153,True
P0003042,CR00062,Photography,nano,6651,2023-08-30,21,Wednesday,False,309,20,329,4.947,12,104,False
P0003043,CR00062,Photography,nano,6651,2024-11-08,11,Friday,False,227,12,239,3.593,12,48,False
P0003044,CR00062,Photography,nano,6651,2024-11-13,12,Wednesday,False,258,16,274,4.12,7,138,True
P0003045,CR00062,Photography,nano,6651,2024-08-16,13,Friday,False,478,25,503,7.563,11,103,False
P0003046,CR00062,Photography,nano,6651,2024-06-05,14,Wednesday,False,276,15,291,4.375,0,61,False
P0003047,CR00062,Photography,nano,6651,2025-02-05,21,Wednesday,False,291,8,299,4.496,21,76,False
P0003048,CR00062,Photography,nano,6651,2023-10-04,17,Wednesday,True,115,8,123,1.849,19,474,True
P0003049,CR00062,Photography,nano,6651,2024-08-08,14,Thursday,False,262,16,278,4.18,8,25,False
P0003050,CR00062,Photography,nano,6651,2023-12-21,10,Thursday,False,321,23,344,5.172,6,84,False
P0003051,CR00062,Photography,nano,6651,2024-12-25,17,Wednesday,True,114,7,121,1.819,8,196,True
P0003052,CR00062,Photography,nano,6651,2023-09-25,9,Monday,False,194,13,207,3.112,26,147,False
P0003053,CR00062,Photography,nano,6651,2023-09-11,22,Monday,False,155,8,163,2.451,26,51,False
P0003054,CR00062,Photography,nano,6651,2024-08-28,15,Wednesday,True,183,8,191,2.872,5,105,True
P0003055,CR00062,Photography,nano,6651,2025-01-28,17,Tuesday,False,236,7,243,3.654,27,46,False
P0003056,CR00062,Photography,nano,6651,2023-06-20,13,Tuesday,True,208,11,219,3.293,20,66,True
P0003057,CR00062,Photography,nano,6651,2024-08-27,7,Tuesday,False,215,14,229,3.443,10,176,False
P0003058,CR00062,Photography,nano,6651,2023-04-26,5,Wednesday,True,272,15,287,4.315,13,176,True
P0003059,CR00062,Photography,nano,6651,2023-10-07,11,Saturday,False,155,9,164,2.466,16,34,False
P0003060,CR00062,Photography,nano,6651,2024-04-28,18,Sunday,True,205,9,214,3.218,27,51,True
P0003061,CR00062,Photography,nano,6651,2023-06-07,5,Wednesday,False,307,16,323,4.856,17,15,True
P0003062,CR00062,Photography,nano,6651,2024-05-24,22,Friday,False,291,17,308,4.631,12,78,True
P0003063,CR00062,Photography,nano,6651,2023-04-17,12,Monday,True,176,13,189,2.842,8,37,True
P0003064,CR00062,Photography,nano,6651,2023-05-11,18,Thursday,False,174,12,186,2.797,8,47,False
P0003065,CR00062,Photography,nano,6651,2023-06-03,11,Saturday,False,124,6,130,1.955,17,215,False
P0003066,CR00062,Photography,nano,6651,2023-08-15,11,Tuesday,False,225,7,232,3.488,3,82,False
P0003067,CR00062,Photography,nano,6651,2024-08-05,9,Monday,False,220,4,224,3.368,3,26,False
P0003068,CR00062,Photography,nano,6651,2025-02-12,14,Wednesday,False,181,8,189,2.842,14,14,False
P0003069,CR00062,Photography,nano,6651,2023-09-16,21,Saturday,False,197,14,211,3.172,4,62,False
P0003070,CR00062,Photography,nano,6651,2023-12-13,15,Wednesday,True,196,12,208,3.127,16,16,True
P0003071,CR00062,Photography,nano,6651,2024-05-10,13,Friday,False,356,8,364,5.473,26,27,False
P0003072,CR00062,Photography,nano,6651,2023-05-20,17,Saturday,False,332,14,346,5.202,22,85,False
P0003073,CR00062,Photography,nano,6651,2023-09-20,21,Wednesday,False,226,5,231,3.473,8,24,False
P0003074,CR00062,Photography,nano,6651,2023-07-28,20,Friday,False,527,34,561,8.435,22,27,False
P0003075,CR00062,Photography,nano,6651,2023-05-30,7,Tuesday,True,176,9,185,2.782,12,61,True
P0003076,CR00062,Photography,nano,6651,2023-03-23,14,Thursday,False,151,8,159,2.391,7,86,False
P0003077,CR00062,Photography,nano,6651,2024-03-24,8,Sunday,False,195,11,206,3.097,0,86,False
P0003078,CR00062,Photography,nano,6651,2024-03-26,12,Tuesday,True,86,1,87,1.308,13,108,True
P0003079,CR00062,Photography,nano,6651,2024-04-27,8,Saturday,True,176,4,180,2.706,16,67,True
P0003080,CR00062,Photography,nano,6651,2024-12-13,10,Friday,False,150,7,157,2.361,17,59,True
P0003081,CR00062,Photography,nano,6651,2023-12-21,10,Thursday,False,186,11,197,2.962,16,91,False
P0003082,CR00062,Photography,nano,6651,2024-04-03,7,Wednesday,False,187,10,197,2.962,23,53,False
P0003083,CR00062,Photography,nano,6651,2024-05-01,12,Wednesday,True,146,10,156,2.346,10,58,True
P0003084,CR00062,Photography,nano,6651,2024-01-23,13,Tuesday,False,416,17,433,6.51,29,68,False
P0003085,CR00062,Photography,nano,6651,2024-02-23,18,Friday,True,109,3,112,1.684,17,22,True
P0003086,CR00062,Photography,nano,6651,2024-09-21,6,Saturday,False,217,9,226,3.398,10,365,False
P0003087,CR00062,Photography,nano,6651,2024-07-13,13,Saturday,False,205,7,212,3.187,25,312,True
P0003088,CR00062,Photography,nano,6651,2024-12-13,11,Friday,True,217,12,229,3.443,18,90,True
P0003089,CR00062,Photography,nano,6651,2023-04-25,7,Tuesday,False,162,12,174,2.616,26,566,False
P0003090,CR00062,Photography,nano,6651,2025-02-15,18,Saturday,True,86,4,90,1.353,19,117,True
P0003091,CR00062,Photography,nano,6651,2023-11-19,11,Sunday,False,352,12,364,5.473,10,140,False
P0003092,CR00062,Photography,nano,6651,2023-07-10,9,Monday,True,198,11,209,3.142,3,122,True
P0003093,CR00062,Photography,nano,6651,2024-05-16,20,Thursday,False,327,20,347,5.217,17,132,False
P0003094,CR00062,Photography,nano,6651,2024-04-07,13,Sunday,True,196,8,204,3.067,4,43,True
P0003095,CR00062,Photography,nano,6651,2024-01-09,17,Tuesday,True,99,4,103,1.549,29,39,True
P0003096,CR00062,Photography,nano,6651,2024-12-19,10,Thursday,True,310,11,321,4.826,28,25,True
P0003097,CR00062,Photography,nano,6651,2024-11-16,22,Saturday,True,205,6,211,3.172,20,246,True
P0003098,CR00062,Photography,nano,6651,2025-02-07,3,Friday,False,211,9,220,3.308,2,155,False
P0003099,CR00062,Photography,nano,6651,2024-11-17,12,Sunday,False,192,9,201,3.022,9,27,False
P0003100,CR00062,Photography,nano,6651,2024-07-27,22,Saturday,True,115,2,117,1.759,15,41,True
P0003101,CR00062,Photography,nano,6651,2023-11-07,17,Tuesday,False,83,3,86,1.293,1,35,False
P0003102,CR00062,Photography,nano,6651,2023-07-04,14,Tuesday,False,205,15,220,3.308,14,13,False
P0003103,CR00062,Photography,nano,6651,2023-07-04,18,Tuesday,True,252,10,262,3.939,13,128,True
P0003104,CR00062,Photography,nano,6651,2023-11-30,9,Thursday,True,180,6,186,2.797,25,81,True
P0003105,CR00062,Photography,nano,6651,2024-06-30,7,Sunday,False,251,17,268,4.029,6,75,False
P0003106,CR00062,Photography,nano,6651,2023-11-09,17,Thursday,False,417,21,438,6.585,2,23,False
P0003107,CR00062,Photography,nano,6651,2023-10-29,13,Sunday,False,169,6,175,2.631,11,52,True
P0003108,CR00062,Photography,nano,6651,2023-11-26,17,Sunday,False,302,6,308,4.631,18,121,False
P0003109,CR00062,Photography,nano,6651,2023-11-25,3,Saturday,False,194,8,202,3.037,25,80,False
P0003110,CR00062,Photography,nano,6651,2024-09-05,19,Thursday,False,144,3,147,2.21,6,56,False
P0003111,CR00062,Photography,nano,6651,2024-04-15,9,Monday,False,199,13,212,3.187,0,68,False
P0003112,CR00062,Photography,nano,6651,2024-03-18,18,Monday,False,243,11,254,3.819,0,97,False
P0003113,CR00063,Travel,mid,449666,2024-09-11,9,Wednesday,False,3857,85,3942,0.877,10,50,False
P0003114,CR00063,Travel,mid,449666,2024-11-22,13,Friday,False,5062,281,5343,1.188,21,43,False
P0003115,CR00063,Travel,mid,449666,2023-07-24,20,Monday,False,3685,245,3930,0.874,24,283,False
P0003116,CR00063,Travel,mid,449666,2024-09-21,7,Saturday,False,6234,244,6478,1.441,3,63,False
P0003117,CR00063,Travel,mid,449666,2024-01-17,11,Wednesday,False,4664,246,4910,1.092,9,109,True
P0003118,CR00063,Travel,mid,449666,2024-12-16,16,Monday,False,5970,235,6205,1.38,13,433,False
P0003119,CR00063,Travel,mid,449666,2024-02-05,10,Monday,False,2607,58,2665,0.593,17,107,False
P0003120,CR00063,Travel,mid,449666,2023-04-09,12,Sunday,False,6468,412,6880,1.53,13,14,False
P0003121,CR00063,Travel,mid,449666,2024-03-07,10,Thursday,False,10934,752,11686,2.599,3,28,False
P0003122,CR00063,Travel,mid,449666,2024-01-02,10,Tuesday,False,13749,788,14537,3.233,14,50,False
P0003123,CR00063,Travel,mid,449666,2024-05-18,15,Saturday,True,5121,169,5290,1.176,20,38,True
P0003124,CR00063,Travel,mid,449666,2023-03-16,6,Thursday,True,5012,358,5370,1.194,18,94,True
P0003125,CR00063,Travel,mid,449666,2023-11-22,10,Wednesday,False,5278,232,5510,1.225,11,52,False
P0003126,CR00063,Travel,mid,449666,2024-10-30,8,Wednesday,False,10524,403,10927,2.43,15,159,False
P0003127,CR00063,Travel,mid,449666,2024-10-07,16,Monday,False,5558,384,5942,1.321,2,171,False
P0003128,CR00063,Travel,mid,449666,2023-05-13,11,Saturday,False,4600,118,4718,1.049,1,65,False
P0003129,CR00063,Travel,mid,449666,2023-04-16,19,Sunday,False,4125,307,4432,0.986,9,198,False
P0003130,CR00063,Travel,mid,449666,2024-06-30,19,Sunday,False,15258,335,15593,3.468,11,121,False
P0003131,CR00063,Travel,mid,449666,2025-01-22,13,Wednesday,False,3500,80,3580,0.796,9,187,False
P0003132,CR00063,Travel,mid,449666,2024-01-20,17,Saturday,False,6687,141,6828,1.518,15,100,False
P0003133,CR00063,Travel,mid,449666,2023-08-08,11,Tuesday,True,3100,132,3232,0.719,4,61,True
P0003134,CR00063,Travel,mid,449666,2023-07-19,19,Wednesday,False,8173,602,8775,1.951,2,29,False
P0003135,CR00064,Lifestyle,micro,32179,2024-09-14,6,Saturday,False,1235,97,1332,4.139,5,210,False
P0003136,CR00064,Lifestyle,micro,32179,2023-08-01,21,Tuesday,False,522,36,558,1.734,27,605,False
P0003137,CR00064,Lifestyle,micro,32179,2024-04-10,10,Wednesday,False,1401,75,1476,4.587,4,49,False
P0003138,CR00064,Lifestyle,micro,32179,2024-10-08,10,Tuesday,False,622,26,648,2.014,13,89,False
P0003139,CR00064,Lifestyle,micro,32179,2023-12-29,15,Friday,False,2975,205,3180,9.882,22,99,False
P0003140,CR00064,Lifestyle,micro,32179,2024-07-31,6,Wednesday,False,851,61,912,2.834,10,59,False
P0003141,CR00064,Lifestyle,micro,32179,2023-10-24,14,Tuesday,False,734,20,754,2.343,14,269,False
P0003142,CR00064,Lifestyle,micro,32179,2023-04-05,17,Wednesday,False,2207,131,2338,7.266,21,142,False
P0003143,CR00064,Lifestyle,micro,32179,2023-10-01,19,Sunday,False,1200,89,1289,4.006,24,239,False
P0003144,CR00064,Lifestyle,micro,32179,2024-01-23,8,Tuesday,False,672,41,713,2.216,4,184,False
P0003145,CR00064,Lifestyle,micro,32179,2025-02-27,23,Thursday,False,978,52,1030,3.201,26,364,False
P0003146,CR00064,Lifestyle,micro,32179,2023-09-14,8,Thursday,False,888,23,911,2.831,0,154,False
P0003147,CR00064,Lifestyle,micro,32179,2023-05-19,15,Friday,False,823,45,868,2.697,1,66,False
P0003148,CR00064,Lifestyle,micro,32179,2024-10-05,15,Saturday,False,801,61,862,2.679,7,32,False
P0003149,CR00064,Lifestyle,micro,32179,2024-02-19,12,Monday,False,771,25,796,2.474,13,42,False
P0003150,CR00064,Lifestyle,micro,32179,2023-05-31,12,Wednesday,False,630,21,651,2.023,1,31,True
P0003151,CR00064,Lifestyle,micro,32179,2024-05-27,22,Monday,False,745,31,776,2.412,0,136,False
P0003152,CR00064,Lifestyle,micro,32179,2024-05-20,11,Monday,False,564,16,580,1.802,14,46,False
P0003153,CR00064,Lifestyle,micro,32179,2024-03-10,9,Sunday,False,1484,88,1572,4.885,10,23,False
P0003154,CR00064,Lifestyle,micro,32179,2023-10-24,12,Tuesday,True,923,36,959,2.98,9,27,True
P0003155,CR00064,Lifestyle,micro,32179,2023-07-13,16,Thursday,False,1086,59,1145,3.558,14,40,False
P0003156,CR00064,Lifestyle,micro,32179,2023-06-01,22,Thursday,False,726,33,759,2.359,22,146,False
P0003157,CR00064,Lifestyle,micro,32179,2023-04-18,8,Tuesday,False,979,58,1037,3.223,14,80,False
P0003158,CR00064,Lifestyle,micro,32179,2024-11-12,19,Tuesday,True,559,11,570,1.771,6,282,True
P0003159,CR00064,Lifestyle,micro,32179,2024-06-30,12,Sunday,False,859,55,914,2.84,15,124,False
P0003160,CR00064,Lifestyle,micro,32179,2025-02-23,10,Sunday,False,710,14,724,2.25,5,84,False
P0003161,CR00064,Lifestyle,micro,32179,2024-05-03,12,Friday,False,1272,61,1333,4.142,9,143,False
P0003162,CR00064,Lifestyle,micro,32179,2024-02-23,18,Friday,False,864,68,932,2.896,19,62,False
P0003163,CR00064,Lifestyle,micro,32179,2024-06-25,11,Tuesday,True,549,39,588,1.827,4,381,True
P0003164,CR00064,Lifestyle,micro,32179,2023-11-20,8,Monday,False,476,33,509,1.582,18,70,False
P0003165,CR00064,Lifestyle,micro,32179,2024-06-05,20,Wednesday,False,1502,37,1539,4.783,2,146,False
P0003166,CR00064,Lifestyle,micro,32179,2024-10-30,16,Wednesday,False,237,11,248,0.771,13,122,False
P0003167,CR00064,Lifestyle,micro,32179,2024-10-10,8,Thursday,False,631,40,671,2.085,25,52,False
P0003168,CR00064,Lifestyle,micro,32179,2023-09-04,20,Monday,False,1472,59,1531,4.758,25,40,False
P0003169,CR00064,Lifestyle,micro,32179,2024-03-13,10,Wednesday,False,381,25,406,1.262,19,480,True
P0003170,CR00064,Lifestyle,micro,32179,2024-03-13,14,Wednesday,False,608,28,636,1.976,8,211,False
P0003171,CR00064,Lifestyle,micro,32179,2023-03-14,14,Tuesday,False,901,45,946,2.94,17,101,False
P0003172,CR00064,Lifestyle,micro,32179,2024-04-25,20,Thursday,False,1253,53,1306,4.059,19,250,False
P0003173,CR00064,Lifestyle,micro,32179,2023-08-08,12,Tuesday,False,1383,60,1443,4.484,23,79,False
P0003174,CR00064,Lifestyle,micro,32179,2023-11-04,18,Saturday,True,515,29,544,1.691,17,60,True
P0003175,CR00064,Lifestyle,micro,32179,2024-01-21,13,Sunday,False,536,12,548,1.703,23,95,True
P0003176,CR00064,Lifestyle,micro,32179,2024-12-06,7,Friday,False,1031,62,1093,3.397,20,82,False
P0003177,CR00064,Lifestyle,micro,32179,2024-02-13,12,Tuesday,False,444,31,475,1.476,26,295,False
P0003178,CR00064,Lifestyle,micro,32179,2023-09-22,12,Friday,False,1034,29,1063,3.303,3,177,False
P0003179,CR00064,Lifestyle,micro,32179,2023-10-13,20,Friday,False,1003,20,1023,3.179,13,44,False
P0003180,CR00064,Lifestyle,micro,32179,2025-01-09,10,Thursday,False,743,45,788,2.449,28,32,False
P0003181,CR00064,Lifestyle,micro,32179,2024-05-10,12,Friday,False,679,43,722,2.244,11,146,False
P0003182,CR00064,Lifestyle,micro,32179,2023-04-01,20,Saturday,False,712,24,736,2.287,15,21,False
P0003183,CR00064,Lifestyle,micro,32179,2023-12-16,10,Saturday,False,1210,54,1264,3.928,17,92,False
P0003184,CR00064,Lifestyle,micro,32179,2024-09-27,6,Friday,False,757,58,815,2.533,21,368,False
P0003185,CR00064,Lifestyle,micro,32179,2023-12-20,14,Wednesday,False,596,21,617,1.917,26,179,False
P0003186,CR00064,Lifestyle,micro,32179,2023-04-10,14,Monday,False,1054,65,1119,3.477,23,58,False
P0003187,CR00064,Lifestyle,micro,32179,2023-03-14,19,Tuesday,False,1237,56,1293,4.018,20,68,False
P0003188,CR00064,Lifestyle,micro,32179,2024-01-06,5,Saturday,False,1013,21,1034,3.213,27,50,False
P0003189,CR00064,Lifestyle,micro,32179,2024-01-23,8,Tuesday,False,384,19,403,1.252,13,117,False
P0003190,CR00064,Lifestyle,micro,32179,2023-07-21,16,Friday,False,528,23,551,1.712,29,134,False
P0003191,CR00064,Lifestyle,micro,32179,2023-06-22,5,Thursday,False,461,35,496,1.541,16,128,True
P0003192,CR00065,Art,nano,9233,2024-11-06,13,Wednesday,False,291,8,299,3.238,26,186,False
P0003193,CR00065,Art,nano,9233,2024-08-30,12,Friday,False,362,23,385,4.17,20,198,False
P0003194,CR00065,Art,nano,9233,2024-11-20,13,Wednesday,False,421,19,440,4.766,18,63,False
P0003195,CR00065,Art,nano,9233,2023-03-05,10,Sunday,False,415,17,432,4.679,7,57,False
P0003196,CR00065,Art,nano,9233,2024-04-05,10,Friday,False,740,57,797,8.632,11,91,True
P0003197,CR00065,Art,nano,9233,2024-08-02,15,Friday,False,849,50,899,9.737,21,75,False
P0003198,CR00065,Art,nano,9233,2025-01-04,9,Saturday,False,536,41,577,6.249,6,43,False
P0003199,CR00065,Art,nano,9233,2025-01-06,23,Monday,False,491,21,512,5.545,25,287,False
P0003200,CR00065,Art,nano,9233,2024-09-04,10,Wednesday,False,520,20,540,5.849,5,43,False
P0003201,CR00065,Art,nano,9233,2023-09-13,8,Wednesday,False,252,7,259,2.805,18,34,False
P0003202,CR00065,Art,nano,9233,2024-11-08,16,Friday,False,535,20,555,6.011,25,177,False
P0003203,CR00065,Art,nano,9233,2024-12-30,12,Monday,False,345,17,362,3.921,19,124,True
P0003204,CR00065,Art,nano,9233,2024-11-27,20,Wednesday,False,518,33,551,5.968,2,200,False
P0003205,CR00065,Art,nano,9233,2023-04-08,3,Saturday,False,584,13,597,6.466,6,84,False
P0003206,CR00065,Art,nano,9233,2024-10-18,15,Friday,False,352,20,372,4.029,21,183,True
P0003207,CR00065,Art,nano,9233,2024-11-10,9,Sunday,False,220,11,231,2.502,3,19,False
P0003208,CR00065,Art,nano,9233,2024-09-02,17,Monday,False,356,9,365,3.953,6,339,False
P0003209,CR00065,Art,nano,9233,2023-08-31,8,Thursday,False,375,13,388,4.202,20,58,False
P0003210,CR00065,Art,nano,9233,2023-11-06,23,Monday,False,195,5,200,2.166,9,24,False
P0003211,CR00065,Art,nano,9233,2024-06-19,6,Wednesday,False,662,19,681,7.376,0,25,False
P0003212,CR00065,Art,nano,9233,2023-03-06,13,Monday,False,666,43,709,7.679,15,68,False
P0003213,CR00065,Art,nano,9233,2023-10-02,9,Monday,False,725,38,763,8.264,8,453,False
P0003214,CR00065,Art,nano,9233,2023-06-08,20,Thursday,False,224,14,238,2.578,13,25,False
P0003215,CR00065,Art,nano,9233,2023-04-21,6,Friday,False,406,13,419,4.538,20,18,False
P0003216,CR00065,Art,nano,9233,2023-06-09,18,Friday,False,276,11,287,3.108,3,61,False
P0003217,CR00065,Art,nano,9233,2023-08-02,13,Wednesday,False,727,29,756,8.188,27,26,False
P0003218,CR00065,Art,nano,9233,2023-09-21,1,Thursday,False,363,25,388,4.202,18,163,False
P0003219,CR00065,Art,nano,9233,2024-06-17,12,Monday,False,207,6,213,2.307,9,59,False
P0003220,CR00065,Art,nano,9233,2023-10-06,11,Friday,False,797,44,841,9.109,0,43,False
P0003221,CR00065,Art,nano,9233,2025-02-23,10,Sunday,False,318,12,330,3.574,11,100,False
P0003222,CR00065,Art,nano,9233,2023-03-18,15,Saturday,False,374,9,383,4.148,18,111,False
P0003223,CR00065,Art,nano,9233,2024-05-05,18,Sunday,False,322,20,342,3.704,0,188,False
P0003224,CR00065,Art,nano,9233,2024-06-29,16,Saturday,False,236,14,250,2.708,4,165,False
P0003225,CR00065,Art,nano,9233,2023-10-07,18,Saturday,False,511,38,549,5.946,19,64,False
P0003226,CR00065,Art,nano,9233,2023-10-16,4,Monday,False,304,13,317,3.433,24,143,False
P0003227,CR00065,Art,nano,9233,2024-11-13,14,Wednesday,False,457,16,473,5.123,6,81,False
P0003228,CR00065,Art,nano,9233,2024-01-12,11,Friday,True,528,22,550,5.957,20,561,True
P0003229,CR00065,Art,nano,9233,2024-08-19,9,Monday,False,271,15,286,3.098,7,70,False
P0003230,CR00065,Art,nano,9233,2023-09-26,18,Tuesday,False,935,59,994,10.766,0,24,False
P0003231,CR00066,Lifestyle,micro,30684,2024-01-11,14,Thursday,False,443,31,474,1.545,28,32,False
P0003232,CR00066,Lifestyle,micro,30684,2023-08-17,10,Thursday,False,678,21,699,2.278,17,110,False
P0003233,CR00066,Lifestyle,micro,30684,2024-01-21,19,Sunday,True,708,48,756,2.464,26,36,True
P0003234,CR00066,Lifestyle,micro,30684,2024-08-10,8,Saturday,False,346,27,373,1.216,22,74,False
P0003235,CR00066,Lifestyle,micro,30684,2023-12-14,18,Thursday,True,351,24,375,1.222,12,103,True
P0003236,CR00066,Lifestyle,micro,30684,2024-11-17,19,Sunday,False,653,30,683,2.226,15,47,True
P0003237,CR00066,Lifestyle,micro,30684,2024-03-07,15,Thursday,True,169,7,176,0.574,4,170,True
P0003238,CR00066,Lifestyle,micro,30684,2024-01-08,21,Monday,False,389,29,418,1.362,27,187,True
P0003239,CR00066,Lifestyle,micro,30684,2024-04-11,15,Thursday,True,443,31,474,1.545,17,67,True
P0003240,CR00066,Lifestyle,micro,30684,2024-04-13,19,Saturday,True,622,32,654,2.131,14,119,True
P0003241,CR00066,Lifestyle,micro,30684,2023-12-01,8,Friday,True,399,26,425,1.385,14,784,True
P0003242,CR00066,Lifestyle,micro,30684,2024-01-11,12,Thursday,False,634,38,672,2.19,4,187,False
P0003243,CR00066,Lifestyle,micro,30684,2023-10-19,12,Thursday,False,502,39,541,1.763,9,134,False
P0003244,CR00066,Lifestyle,micro,30684,2023-03-09,17,Thursday,True,244,14,258,0.841,27,294,True
P0003245,CR00066,Lifestyle,micro,30684,2025-01-23,12,Thursday,True,707,47,754,2.457,4,368,True
P0003246,CR00066,Lifestyle,micro,30684,2023-08-14,13,Monday,False,238,16,254,0.828,10,109,False
P0003247,CR00066,Lifestyle,micro,30684,2024-12-20,5,Friday,True,479,15,494,1.61,27,217,True
P0003248,CR00066,Lifestyle,micro,30684,2024-12-27,10,Friday,False,322,19,341,1.111,16,248,False
P0003249,CR00066,Lifestyle,micro,30684,2024-03-02,18,Saturday,True,444,14,458,1.493,24,64,True
P0003250,CR00066,Lifestyle,micro,30684,2023-03-30,19,Thursday,False,838,51,889,2.897,8,137,False
P0003251,CR00066,Lifestyle,micro,30684,2024-12-28,15,Saturday,False,516,38,554,1.806,25,350,False
P0003252,CR00066,Lifestyle,micro,30684,2024-09-06,12,Friday,True,481,16,497,1.62,6,38,True
P0003253,CR00066,Lifestyle,micro,30684,2024-10-17,14,Thursday,False,396,21,417,1.359,9,71,False
P0003254,CR00066,Lifestyle,micro,30684,2024-10-21,17,Monday,False,619,49,668,2.177,4,56,False
P0003255,CR00066,Lifestyle,micro,30684,2023-05-06,14,Saturday,False,755,41,796,2.594,1,30,False
P0003256,CR00066,Lifestyle,micro,30684,2024-07-18,10,Thursday,False,629,30,659,2.148,19,51,False
P0003257,CR00066,Lifestyle,micro,30684,2024-02-01,11,Thursday,True,458,23,481,1.568,23,78,True
P0003258,CR00066,Lifestyle,micro,30684,2023-07-29,22,Saturday,False,354,26,380,1.238,1,31,False
P0003259,CR00066,Lifestyle,micro,30684,2024-06-28,13,Friday,False,437,26,463,1.509,11,18,False
P0003260,CR00066,Lifestyle,micro,30684,2023-10-30,19,Monday,True,327,18,345,1.124,25,86,True
P0003261,CR00066,Lifestyle,micro,30684,2024-08-17,10,Saturday,False,593,16,609,1.985,21,128,False
P0003262,CR00066,Lifestyle,micro,30684,2024-05-30,0,Thursday,False,516,10,526,1.714,18,138,False
P0003263,CR00066,Lifestyle,micro,30684,2023-10-08,8,Sunday,True,342,10,352,1.147,16,97,True
P0003264,CR00066,Lifestyle,micro,30684,2024-05-16,19,Thursday,False,624,36,660,2.151,15,48,False
P0003265,CR00066,Lifestyle,micro,30684,2024-09-07,13,Saturday,False,603,45,648,2.112,5,39,False
P0003266,CR00066,Lifestyle,micro,30684,2024-06-28,23,Friday,False,847,26,873,2.845,23,189,False
P0003267,CR00066,Lifestyle,micro,30684,2024-02-26,14,Monday,True,689,50,739,2.408,26,169,True
P0003268,CR00066,Lifestyle,micro,30684,2023-06-19,12,Monday,False,553,40,593,1.933,16,99,False
P0003269,CR00066,Lifestyle,micro,30684,2023-05-08,20,Monday,True,697,27,724,2.36,14,347,True
P0003270,CR00066,Lifestyle,micro,30684,2023-10-14,9,Saturday,True,459,28,487,1.587,24,189,True
P0003271,CR00066,Lifestyle,micro,30684,2023-06-20,15,Tuesday,True,153,9,162,0.528,14,147,True
P0003272,CR00066,Lifestyle,micro,30684,2023-12-24,13,Sunday,False,867,27,894,2.914,22,61,False
P0003273,CR00066,Lifestyle,micro,30684,2023-09-30,4,Saturday,True,621,24,645,2.102,11,51,True
P0003274,CR00066,Lifestyle,micro,30684,2023-06-06,3,Tuesday,True,493,38,531,1.731,20,65,True
P0003275,CR00066,Lifestyle,micro,30684,2023-05-25,7,Thursday,True,517,41,558,1.819,29,84,True
P0003276,CR00066,Lifestyle,micro,30684,2025-01-18,8,Saturday,False,354,10,364,1.186,24,76,False
P0003277,CR00066,Lifestyle,micro,30684,2023-03-17,9,Friday,False,802,40,842,2.744,11,46,False
P0003278,CR00066,Lifestyle,micro,30684,2023-09-01,19,Friday,False,1318,67,1385,4.514,4,37,False
P0003279,CR00066,Lifestyle,micro,30684,2025-01-24,14,Friday,False,928,36,964,3.142,13,69,False
